policy_id,policy_name,policy_type,policy_start_date,policy_duration_months,policy_budget_crore,country,state,population_million,urbanization_rate,gdp_growth_before,gdp_growth_after,inflation_rate_before,inflation_rate_after,unemployment_rate_before,unemployment_rate_after,poverty_rate_before,poverty_rate_after,health_index_before,health_index_after,education_index_before,education_index_after,overall_impact_score,policy_success_level
2503,0,4,807,9,4108.42,0,4,72.86,77.03,5.96,6.16,3.51,1.86,7.59,8.44,21.34,18.15,41.29,43.38,53.72,55.2,6.9,1
2504,3,3,514,16,15144.92,0,2,33.91,84.37,1.62,1.46,6.52,6.27,8.01,8.75,21.74,20.24,47.47,59.15,53.95,59.16,26.25,2
2505,8,2,928,47,38747.84,0,3,115.72,67.32,3.66,5.38,5.68,7.13,8.17,8.46,13.01,11.29,67.06,78.58,73.37,76.37,36.59,2
2506,1,0,1045,20,25160.08,0,0,71.6,72.82,5.95,6.19,3.89,3.62,7.76,5.1,18.95,14.35,69.66,69.52,66.49,67.37,28.41,2
2507,3,3,1108,31,42761.88,0,3,35.09,20.6,4.12,4.48,4.58,3.52,7.05,8.23,22.26,14.87,42.55,53.71,69.45,74.07,39.0,2
2508,10,1,326,45,23226.13,0,3,113.05,86.29,4.23,3.88,6.08,4.57,7.4,6.62,22.56,22.9,61.84,68.99,74.52,83.42,23.87,2
2509,8,2,858,30,16197.17,0,2,76.59,50.17,4.14,5.64,3.65,2.69,9.77,8.44,15.89,11.9,42.34,50.93,70.83,73.19,46.96,0
2510,2,3,566,13,44407.56,0,4,70.78,54.06,2.22,3.67,7.15,6.76,9.94,9.21,21.89,22.27,47.56,46.27,67.65,69.54,19.33,1
2511,1,0,475,13,25384.22,0,1,113.52,78.5,4.15,4.49,5.44,6.24,4.98,2.56,19.19,15.53,66.81,73.81,48.67,53.48,36.12,2
2512,8,2,527,27,18697.03,0,2,61.72,25.8,2.66,4.16,5.64,5.35,9.89,8.61,28.17,29.74,68.54,76.32,72.99,74.63,30.57,2
2513,7,2,375,49,5447.12,0,4,8.81,59.8,5.4,6.49,7.63,6.63,9.89,7.33,22.85,16.79,57.56,65.96,73.9,81.99,56.01,0
2514,6,4,516,36,47592.25,0,0,104.05,42.11,3.68,5.66,5.59,7.0,5.22,2.43,30.89,31.3,45.79,50.82,50.28,51.31,43.29,0
2515,11,1,1156,58,17843.27,0,0,44.68,88.06,2.78,5.22,7.93,8.27,8.98,8.4,19.53,17.32,69.66,78.92,72.23,73.02,48.03,0
2516,7,2,655,50,26282.5,0,4,90.92,39.68,3.96,6.15,3.99,3.54,9.12,6.97,10.03,9.35,61.36,71.28,54.17,53.21,52.16,0
2517,8,2,591,26,2510.06,0,2,114.16,72.18,4.91,5.32,5.22,3.64,6.41,7.11,26.91,26.32,58.56,59.0,57.15,62.84,10.33,1
2518,1,0,829,53,8128.87,0,1,76.5,20.19,3.72,3.91,4.14,5.16,9.19,6.49,31.97,32.37,69.25,72.01,47.81,55.05,31.78,2
2519,8,2,1273,32,41694.49,0,3,64.29,22.46,1.98,2.8,4.94,3.61,9.87,9.8,28.15,27.82,45.56,49.87,57.0,64.76,22.39,2
2520,10,1,364,60,14436.93,0,3,27.22,20.1,4.06,4.65,7.98,5.99,5.55,6.15,32.65,26.89,53.69,62.3,50.31,50.52,27.82,2
2521,5,3,169,44,26610.51,0,4,28.73,38.41,3.03,3.36,3.86,2.85,6.79,5.98,34.24,35.53,55.2,57.11,48.46,50.37,9.53,1
2522,4,0,617,45,27044.09,0,3,107.37,31.25,1.85,3.13,7.11,6.47,4.19,2.76,17.71,15.55,69.02,69.87,47.16,51.2,30.41,2
2523,3,3,60,15,16411.06,0,2,77.41,52.66,4.5,4.61,4.28,3.82,7.95,6.4,15.61,12.89,57.11,60.93,58.3,66.5,26.42,2
2524,9,4,1026,55,16493.26,0,4,23.51,47.39,3.54,5.38,5.02,4.46,6.89,4.99,22.91,18.18,61.07,68.26,70.22,73.08,54.59,0
2525,7,2,144,51,36919.93,0,2,114.52,70.15,4.88,6.02,6.02,7.09,6.02,5.22,14.59,11.84,43.71,47.3,48.81,58.29,40.02,0
2526,2,3,636,57,5700.18,0,2,49.33,63.15,4.93,7.03,3.04,2.56,4.94,5.43,16.27,16.73,52.74,61.23,55.22,56.56,28.34,2
2527,0,4,1266,50,31821.93,0,3,95.38,55.47,2.13,2.86,4.15,5.51,7.13,8.33,28.88,21.47,48.37,50.23,63.91,64.18,23.35,2
2528,11,1,62,22,17909.0,0,3,109.38,86.73,3.22,5.55,3.4,3.17,9.38,8.41,14.48,15.78,42.7,50.33,68.2,71.66,40.57,0
2529,1,0,497,36,41117.75,0,1,58.36,80.62,3.56,5.59,3.75,4.78,9.36,7.95,20.42,21.45,48.02,53.25,50.24,49.3,36.14,2
2530,2,3,10,44,11544.49,0,3,7.06,53.98,3.91,4.62,5.28,5.17,7.67,7.03,24.85,20.31,68.78,79.42,61.09,62.88,32.91,2
2531,4,0,1047,16,16359.69,0,1,75.65,21.1,3.31,4.9,5.65,5.84,10.0,10.83,16.23,14.11,67.01,73.0,68.54,75.16,29.63,2
2532,11,1,407,38,44261.6,0,4,70.15,78.82,3.1,3.89,7.08,7.73,8.1,7.36,17.45,13.55,53.64,60.75,46.89,45.92,24.89,2
2533,5,3,572,9,47284.04,0,4,15.93,55.72,3.49,5.73,6.26,7.32,6.87,7.07,12.34,5.03,55.93,59.2,74.39,82.12,46.43,0
2534,5,3,497,55,22860.55,0,0,40.46,58.19,2.14,1.79,7.68,5.7,8.73,7.15,10.53,3.01,56.16,58.8,55.93,62.65,29.19,2
2535,9,4,1207,26,26891.97,0,1,35.97,84.92,3.15,4.98,4.99,5.8,6.64,5.98,19.09,12.52,42.59,48.25,58.02,63.26,45.08,0
2536,11,1,511,58,27758.32,0,4,52.68,28.01,3.02,3.5,3.15,1.95,5.15,4.69,33.81,27.35,66.58,66.31,59.65,64.01,20.72,2
2537,11,1,241,23,40108.89,0,2,112.57,75.57,3.38,5.0,5.67,4.75,8.99,7.62,18.98,20.68,40.74,40.95,57.68,67.35,34.95,2
2538,0,4,1120,40,9624.47,0,1,119.27,54.94,4.82,4.53,4.0,5.2,4.16,5.58,21.6,21.47,55.06,60.93,52.63,55.44,3.0,1
2539,11,1,790,20,3179.8,0,1,85.62,27.81,4.96,6.45,3.68,1.95,6.34,5.74,23.74,21.3,54.86,55.24,63.93,63.13,23.7,2
2540,1,0,773,30,10988.1,0,4,82.39,49.08,5.55,6.25,5.41,4.99,7.08,7.6,12.36,9.28,67.1,71.7,52.1,60.88,32.71,2
2541,1,0,1056,18,3750.95,0,3,13.85,32.79,3.88,3.87,4.98,3.32,4.66,5.67,30.28,24.6,45.27,54.55,64.4,64.58,20.26,2
2542,0,4,335,53,8875.83,0,4,88.69,79.82,3.98,6.33,5.57,4.18,7.17,4.85,20.77,19.53,50.02,54.19,54.24,61.27,54.36,0
2543,10,1,1229,13,27526.67,0,0,94.08,82.48,2.21,4.65,6.2,6.53,8.78,7.43,12.47,11.32,61.25,66.23,58.83,68.62,50.94,0
2544,3,3,40,57,18063.71,0,1,104.58,64.51,2.73,4.14,3.76,4.09,9.1,9.01,16.69,10.78,46.98,48.43,69.55,72.96,32.83,2
2545,5,3,920,31,2445.19,0,2,50.02,83.03,3.56,4.82,3.54,4.13,9.41,9.21,11.07,12.95,69.71,76.24,72.03,80.59,26.12,2
2546,3,3,511,59,5735.34,0,3,51.04,67.99,1.95,2.59,4.68,4.17,4.8,5.29,25.96,26.04,41.06,40.73,58.15,65.58,15.74,1
2547,9,4,90,55,10396.76,0,1,48.19,39.25,3.77,5.41,7.93,8.13,5.92,3.3,27.67,29.53,53.32,57.49,69.18,76.43,37.31,2
2548,11,1,791,23,42730.91,0,1,92.9,61.46,5.67,6.28,4.26,5.5,8.07,6.67,13.45,8.79,60.28,64.89,61.55,69.26,34.46,2
2549,10,1,779,35,35321.25,0,4,7.2,72.27,3.0,3.53,7.77,8.74,7.63,5.83,26.63,27.4,48.94,55.12,70.44,74.68,28.83,2
2550,3,3,825,41,49109.72,0,0,18.41,51.8,3.67,4.93,6.31,5.91,6.01,3.81,31.14,31.46,40.76,48.64,64.63,63.84,33.49,2
2551,11,1,1205,7,43194.53,0,3,76.68,75.67,4.71,5.51,7.6,8.62,4.17,4.26,32.36,25.18,57.28,58.32,61.0,64.22,27.0,2
2552,0,4,608,58,26204.7,0,3,81.78,64.38,4.79,7.25,3.03,4.31,9.7,8.15,17.06,14.3,55.46,60.72,60.15,62.85,48.23,0
2553,0,4,668,13,19013.43,0,3,116.32,33.01,2.76,3.42,6.98,7.09,8.59,9.56,19.47,14.2,54.3,60.38,67.33,69.01,26.82,2
2554,11,1,804,46,38895.54,0,2,77.69,45.1,2.35,3.64,6.99,6.73,4.7,3.96,14.92,15.65,56.77,67.6,60.11,66.11,34.45,2
2555,11,1,789,56,39122.24,0,1,30.43,51.42,3.47,3.04,6.34,6.7,5.45,6.17,28.07,21.48,58.0,56.05,73.02,72.61,-3.05,1
2556,7,2,1118,57,31774.42,0,2,90.54,21.68,3.95,4.26,5.57,6.41,6.99,4.85,11.84,4.53,63.04,72.49,52.57,60.34,52.39,0
2557,8,2,664,51,47023.85,0,4,115.13,27.42,3.86,4.01,6.97,5.37,5.56,5.67,19.59,13.88,53.68,56.95,50.76,59.21,26.29,2
2558,9,4,933,20,19818.11,0,0,78.52,28.57,1.84,3.77,4.03,3.58,9.2,9.67,32.23,32.54,51.92,54.03,60.8,65.17,23.02,2
2559,4,0,176,55,18101.98,0,4,85.08,28.09,3.22,3.11,3.48,4.08,8.51,8.09,32.87,29.49,54.81,56.8,58.04,58.07,9.97,1
2560,6,4,1006,45,19138.48,0,4,106.69,22.49,5.2,7.23,5.03,6.28,6.02,7.29,34.37,29.16,48.93,47.11,59.27,61.7,20.52,2
2561,7,2,715,9,3010.23,0,4,10.87,81.2,4.58,5.58,5.62,6.86,5.07,3.95,13.73,15.54,40.51,48.28,56.34,58.2,30.23,2
2562,0,4,1125,53,26330.51,0,2,82.11,48.29,5.51,7.21,6.82,5.11,6.83,6.97,19.41,17.05,60.89,62.55,71.21,75.38,25.98,2
2563,6,4,188,44,27325.6,0,2,96.58,68.44,4.77,5.67,7.46,5.94,8.69,7.11,32.28,31.71,58.06,60.46,52.88,57.39,26.78,2
2564,10,1,1226,6,35655.9,0,1,63.43,34.69,5.31,7.05,7.82,7.62,4.36,1.53,22.32,17.13,55.23,62.02,48.67,56.09,64.31,3
2565,5,3,473,43,3675.79,0,2,97.26,76.5,4.66,4.8,4.57,2.73,7.46,6.61,23.12,15.67,40.7,48.8,45.77,54.28,42.03,0
2566,5,3,847,18,43929.95,0,3,30.38,64.78,4.13,6.5,6.24,4.89,9.36,7.42,32.93,31.83,44.0,54.66,69.4,78.74,64.53,3
2567,4,0,1260,42,13847.82,0,1,66.97,31.3,3.46,3.57,6.59,6.43,6.26,6.62,14.65,15.89,51.62,53.26,74.26,80.98,3.42,1
2568,11,1,61,47,38299.23,0,4,99.7,78.22,3.96,4.04,5.3,3.7,8.74,7.75,13.7,6.08,64.77,74.44,73.51,77.3,40.79,0
2569,5,3,832,55,46916.76,0,1,113.0,64.06,2.14,2.29,6.11,6.61,7.72,4.89,26.95,28.07,45.6,52.84,53.96,55.51,29.61,2
2570,6,4,382,58,32205.03,0,3,1.2,72.19,4.1,5.61,3.5,3.76,6.52,6.63,32.4,33.55,47.99,58.53,46.59,51.06,33.17,2
2571,0,4,861,36,43516.3,0,2,48.89,57.3,2.37,2.63,5.34,4.57,4.29,2.1,10.45,6.07,41.49,45.96,47.03,47.82,30.86,2
2572,3,3,679,27,21963.41,0,4,37.61,53.27,5.74,6.04,6.75,5.36,9.22,6.81,13.43,9.67,46.68,51.47,53.72,63.64,42.02,0
2573,4,0,661,59,22658.83,0,1,106.7,89.54,4.78,5.49,6.75,7.86,7.6,6.3,24.79,21.34,40.6,44.8,72.04,81.77,40.97,0
2574,1,0,772,30,42276.62,0,2,61.52,80.62,3.06,4.21,4.09,4.54,7.46,4.69,19.12,17.48,57.31,63.04,50.85,51.24,35.35,2
2575,6,4,446,10,13161.95,0,1,85.97,24.04,1.83,2.51,7.24,5.64,9.63,6.89,29.37,22.45,59.58,71.39,74.71,78.42,53.57,0
2576,11,1,322,43,7689.38,0,3,3.02,47.59,2.83,3.04,4.42,2.62,5.82,3.05,23.04,23.89,67.96,77.6,54.12,60.06,36.58,2
2577,6,4,907,29,40353.22,0,2,82.58,47.44,1.58,3.32,5.36,6.7,5.81,4.69,22.77,23.75,45.27,44.37,48.58,55.84,27.82,2
2578,11,1,188,26,7315.89,0,2,69.39,82.29,3.8,4.52,6.03,6.62,5.43,3.7,11.68,13.32,52.53,55.18,67.51,72.81,18.62,1
2579,6,4,1015,26,19380.53,0,3,109.48,71.65,3.37,3.05,3.51,1.86,9.02,10.24,22.73,23.51,58.38,67.59,48.05,55.99,14.44,1
2580,3,3,571,20,16532.34,0,0,116.05,70.43,2.68,4.44,7.73,8.76,9.72,9.09,32.61,33.49,49.69,61.13,63.42,66.01,42.84,0
2581,7,2,832,36,21844.92,0,4,96.4,48.16,5.03,7.1,4.07,4.33,5.32,4.02,29.13,24.9,67.66,71.2,71.45,75.58,47.37,0
2582,7,2,1059,8,4131.52,0,4,119.69,43.46,5.82,7.35,6.46,4.86,7.55,7.22,30.09,32.03,52.6,60.94,60.85,61.6,22.07,2
2583,6,4,649,56,17384.59,0,2,91.49,85.95,5.07,6.7,6.42,5.59,6.49,3.74,33.16,28.68,69.8,70.67,46.74,52.15,43.59,0
2584,0,4,1237,55,10146.53,0,0,11.51,25.81,5.02,6.08,4.88,5.88,6.95,4.43,23.32,18.29,48.05,47.68,60.81,70.34,41.23,0
2585,2,3,747,27,28084.7,0,1,57.89,21.99,3.13,3.67,4.06,3.0,9.36,7.14,19.25,12.98,67.37,66.49,71.41,74.71,29.65,2
2586,8,2,874,9,22118.46,0,0,48.86,59.98,5.27,7.26,5.3,5.53,5.61,5.84,26.69,24.08,61.55,68.61,53.19,53.81,37.61,2
2587,8,2,358,51,9443.59,0,1,16.6,21.33,1.64,3.63,5.37,4.17,8.54,6.74,13.41,11.77,64.3,72.26,65.13,64.56,42.82,0
2588,4,0,1269,16,35813.33,0,1,25.96,54.85,1.68,3.75,7.08,8.27,7.75,8.63,32.55,26.78,51.99,58.19,56.61,60.12,41.41,0
2589,8,2,52,24,9204.81,0,0,113.21,89.74,3.94,3.79,7.9,7.64,4.26,3.13,19.02,20.9,41.55,48.98,53.91,53.84,16.13,1
2590,2,3,45,18,43491.62,0,3,109.49,27.81,2.48,4.46,5.8,6.27,9.68,7.44,23.95,22.3,56.49,64.82,64.39,68.3,47.67,0
2591,10,1,918,11,29855.49,0,4,33.96,57.44,4.26,4.78,6.81,7.03,8.42,8.51,10.51,9.89,66.34,76.92,67.7,66.83,22.53,2
2592,2,3,304,38,46806.78,0,2,111.86,46.58,3.88,4.86,4.63,4.23,8.0,9.28,23.0,18.4,56.81,66.86,63.58,71.26,37.57,2
2593,11,1,599,7,10219.97,0,4,70.5,23.81,4.35,4.86,6.46,5.98,4.64,4.99,18.83,14.39,41.63,49.89,57.99,65.67,32.18,2
2594,10,1,944,23,33169.22,0,2,31.13,61.73,3.11,3.65,4.01,2.02,7.85,7.71,16.0,13.67,63.28,63.66,47.47,51.24,17.11,1
2595,3,3,612,9,40633.9,0,3,65.23,69.3,1.99,3.97,6.2,5.4,5.94,3.98,25.69,18.8,62.71,63.55,64.47,74.36,59.16,0
2596,10,1,149,48,22153.48,0,1,119.81,83.46,3.51,4.5,3.81,2.79,8.01,5.57,34.51,36.28,42.89,42.63,55.76,64.99,29.33,2
2597,11,1,726,8,31868.05,0,3,99.5,45.58,4.97,6.33,4.8,5.77,7.75,5.21,11.83,13.04,55.39,65.71,70.84,79.9,52.63,0
2598,8,2,670,38,43362.09,0,3,96.96,75.82,3.61,4.36,5.57,5.02,4.87,5.49,34.84,34.71,60.31,63.09,52.45,61.54,21.95,2
2599,4,0,923,44,35293.14,0,1,69.53,67.53,2.64,4.69,4.14,5.15,9.0,7.03,24.75,21.72,57.14,67.77,58.31,60.63,56.93,0
2600,10,1,984,36,32673.63,0,3,48.3,63.23,5.23,6.54,4.62,4.21,5.77,3.33,12.63,5.66,47.14,50.21,59.2,62.18,42.5,0
2601,5,3,109,33,2969.57,0,2,94.25,24.38,5.46,5.21,6.0,6.69,4.92,4.39,14.08,7.08,43.82,54.44,56.42,60.29,33.74,2
2602,11,1,813,22,49656.3,0,2,60.49,27.53,3.81,5.15,7.88,5.96,9.15,7.56,22.74,17.88,60.62,66.9,48.37,52.28,43.92,0
2603,8,2,575,46,38214.39,0,1,110.66,80.54,4.72,6.05,5.82,5.2,9.98,10.51,10.73,6.16,43.18,45.28,47.97,48.04,24.84,2
2604,11,1,227,48,12807.09,0,3,114.48,43.38,3.47,3.58,6.21,5.82,8.95,9.82,24.14,16.36,41.7,48.25,63.73,73.07,35.91,2
2605,5,3,867,12,25914.98,0,2,70.79,23.29,1.62,3.76,5.28,4.05,5.8,3.55,19.9,19.3,51.55,63.22,46.98,55.82,57.0,0
2606,4,0,202,38,29088.2,0,1,12.83,32.89,3.08,3.15,6.12,5.01,5.38,6.84,19.3,16.61,44.17,47.66,66.11,74.64,10.69,1
2607,7,2,1100,53,13546.58,0,0,2.87,56.8,3.99,4.36,7.79,6.87,8.99,7.79,23.81,20.16,49.01,52.76,45.49,51.96,32.65,2
2608,9,4,895,21,13259.58,0,2,44.59,81.84,4.39,6.09,4.65,3.42,4.47,3.94,11.27,4.31,58.09,59.54,45.9,45.06,33.14,2
2609,5,3,729,9,16978.27,0,1,115.43,52.37,2.06,2.94,7.29,6.26,7.57,8.93,28.69,27.72,51.5,56.47,45.48,53.6,19.03,1
2610,11,1,1140,55,38144.42,0,3,73.83,34.21,1.51,2.52,6.57,7.76,9.38,10.19,14.82,12.62,58.76,65.74,66.55,67.78,17.69,1
2611,10,1,877,10,18600.59,0,2,87.79,66.08,4.68,5.94,7.55,6.08,7.23,7.62,22.7,22.2,41.64,50.04,61.62,67.22,33.1,2
2612,6,4,235,52,23976.54,0,1,56.54,59.69,3.41,4.12,6.68,5.95,6.54,5.98,22.13,15.22,48.22,48.05,71.36,73.56,21.44,2
2613,5,3,1093,32,27325.2,0,4,6.31,25.98,5.72,5.73,3.85,2.51,8.99,8.51,16.89,11.5,61.48,68.02,66.47,75.95,39.34,2
2614,10,1,1005,50,24185.8,0,1,60.69,33.21,4.46,6.65,4.16,4.08,4.46,2.49,24.06,21.89,62.57,66.99,74.45,82.02,51.67,0
2615,11,1,860,22,39372.88,0,1,69.05,50.13,4.6,6.0,4.03,4.03,7.8,5.86,30.31,26.1,57.02,61.65,67.56,71.98,46.2,0
2616,10,1,738,50,38861.39,0,2,115.76,56.7,4.17,6.56,6.29,6.84,7.33,8.82,16.65,14.55,51.68,61.63,50.4,50.75,31.56,2
2617,11,1,786,30,2709.88,0,1,93.16,43.28,4.38,5.55,4.87,4.1,8.82,7.58,16.02,17.55,52.49,58.72,71.47,76.88,27.42,2
2618,0,4,794,49,4134.99,0,4,114.28,38.87,5.79,6.7,7.08,5.49,5.67,5.88,33.97,34.69,40.22,39.01,55.4,59.13,7.28,1
2619,6,4,936,55,32352.6,0,0,4.37,87.03,4.75,6.15,4.49,2.58,4.06,4.16,28.79,30.21,51.78,61.68,65.88,71.32,35.51,2
2620,3,3,758,42,41610.93,0,3,25.38,35.51,3.17,5.41,6.87,5.43,4.76,2.61,24.95,26.55,61.35,63.64,69.49,69.34,31.03,2
2621,8,2,1059,58,19317.45,0,0,102.22,21.33,5.54,6.63,5.31,3.77,8.22,8.55,33.8,31.69,41.76,41.51,62.61,68.78,21.22,2
2622,10,1,950,50,15826.67,0,1,54.83,51.23,4.24,5.71,6.07,6.95,5.64,2.88,31.28,29.06,64.51,64.54,51.11,52.95,35.47,2
2623,5,3,460,20,6842.99,0,4,109.05,21.38,4.54,6.4,6.07,5.21,9.76,8.33,14.47,7.53,61.15,71.22,56.67,65.55,65.53,3
2624,3,3,342,33,49623.94,0,2,23.48,85.03,5.54,7.72,3.65,2.19,8.45,7.78,33.03,27.93,69.02,77.06,71.82,81.26,59.24,0
2625,11,1,760,39,30844.8,0,3,59.57,86.55,4.98,4.64,4.49,2.62,6.86,7.77,16.1,15.34,58.57,61.66,65.78,73.44,10.54,1
2626,9,4,936,43,27448.47,0,0,64.37,22.97,5.86,5.7,5.4,6.05,6.82,6.23,33.09,34.18,69.24,68.86,64.62,68.03,7.2,1
2627,1,0,308,49,49183.86,0,0,2.04,52.47,4.89,4.58,6.47,7.82,6.75,5.72,33.82,27.65,43.87,44.32,65.3,71.61,17.79,1
2628,0,4,661,55,28311.63,0,2,72.05,42.56,5.43,5.24,4.01,2.25,7.82,6.21,18.54,16.34,43.35,52.62,47.61,48.52,22.23,2
2629,5,3,1253,7,26356.91,0,3,29.85,68.28,4.31,4.51,5.63,4.5,9.9,8.43,22.29,17.84,68.41,74.65,73.99,77.85,33.64,2
2630,8,2,1275,60,39081.04,0,0,104.87,47.12,3.01,5.13,3.68,3.92,4.22,1.35,25.34,21.69,45.14,44.19,54.87,62.47,53.13,0
2631,5,3,1239,17,42739.98,0,1,10.26,45.22,3.71,3.47,4.24,2.45,9.68,11.02,19.36,20.55,61.77,70.02,72.34,74.14,5.38,1
2632,11,1,393,59,680.87,0,1,65.99,57.0,3.82,4.0,3.78,4.48,7.15,8.03,34.56,35.64,48.93,59.91,64.81,66.92,10.56,1
2633,11,1,873,23,35201.42,0,0,93.06,52.55,2.95,4.13,4.94,4.47,9.21,10.23,23.49,20.66,58.12,58.84,57.91,57.33,14.42,1
2634,11,1,310,35,32475.7,0,3,74.89,65.05,3.39,5.27,6.9,7.39,9.82,7.59,14.09,13.87,52.21,51.69,72.48,80.75,39.11,2
2635,9,4,856,41,40909.38,0,0,13.22,35.42,2.81,3.45,3.46,4.23,4.29,5.57,22.83,16.94,64.77,71.07,66.44,69.09,21.99,2
2636,8,2,694,30,30064.35,0,3,50.27,23.14,5.03,4.64,6.04,6.7,4.53,5.88,17.62,15.34,47.3,49.02,53.28,54.48,-0.22,1
2637,4,0,877,33,26088.08,0,0,16.61,49.27,2.2,1.73,3.47,1.52,7.01,8.13,29.87,29.84,46.1,48.59,74.07,79.03,3.14,1
2638,1,0,128,31,10780.4,0,4,76.78,56.86,5.97,5.77,5.4,5.45,6.93,5.6,31.56,32.85,55.11,53.82,59.96,59.62,3.18,1
2639,6,4,856,7,21140.7,0,3,16.57,67.42,4.97,6.18,7.45,8.59,8.96,7.78,13.83,10.92,47.37,58.64,60.88,69.05,46.27,0
2640,3,3,1056,29,46808.12,0,1,84.96,81.58,3.58,3.18,4.5,4.13,6.16,7.13,32.86,30.99,47.28,53.91,73.64,76.14,4.12,1
2641,3,3,832,42,35628.6,0,1,28.64,48.28,3.16,5.37,5.0,4.15,5.31,4.75,21.4,18.4,42.93,47.19,65.96,73.57,45.39,0
2642,9,4,773,9,12161.83,0,4,86.1,40.55,3.62,6.0,5.97,6.42,5.29,3.96,22.95,16.95,55.34,67.07,54.16,54.3,60.77,3
2643,4,0,406,8,12311.86,0,1,8.27,60.38,4.11,4.62,4.14,5.46,7.42,4.58,34.95,34.79,59.75,69.96,51.36,51.66,31.69,2
2644,11,1,328,35,12299.93,0,2,58.64,42.17,3.2,5.33,6.74,6.67,5.14,4.54,21.22,19.79,44.36,53.97,67.63,71.52,43.52,0
2645,9,4,556,7,28219.37,0,1,34.55,42.45,5.3,7.34,5.3,5.9,6.42,3.82,32.55,32.46,65.07,68.2,67.01,72.93,42.25,0
2646,3,3,40,57,7700.37,0,1,73.46,50.22,3.95,3.58,4.99,3.98,5.99,5.99,11.72,8.85,65.35,64.11,50.44,54.91,7.33,1
2647,4,0,1146,12,26325.46,0,4,31.3,84.83,4.9,6.42,4.81,3.63,5.64,3.43,33.77,31.76,63.79,63.43,52.5,53.0,29.52,2
2648,4,0,418,6,28531.39,0,3,32.08,28.93,3.26,3.31,4.09,3.2,7.15,8.04,11.03,4.33,41.23,43.33,64.47,73.72,23.66,2
2649,1,0,589,37,41739.77,0,3,28.65,74.69,3.49,4.54,4.3,5.47,8.9,10.33,22.21,21.28,54.63,64.66,65.07,68.97,22.13,2
2650,9,4,426,27,33417.78,0,1,77.64,27.12,5.6,5.79,3.71,3.51,6.73,5.55,33.89,29.95,69.78,74.61,55.31,57.66,28.96,2
2651,11,1,959,7,38827.24,0,1,68.23,83.29,2.7,4.68,7.81,7.93,6.33,6.91,20.38,14.28,57.69,68.9,54.79,60.77,54.65,0
2652,4,0,714,52,34887.98,0,1,40.07,46.09,3.48,5.24,4.21,3.8,8.88,7.42,17.82,14.02,65.9,66.43,68.97,70.19,32.59,2
2653,5,3,900,43,31264.51,0,4,93.0,89.79,4.78,5.77,4.15,2.83,5.44,4.25,20.53,19.58,66.53,65.74,64.32,66.27,14.12,1
2654,0,4,96,51,11381.66,0,1,82.06,21.62,2.35,2.11,7.33,7.75,4.06,2.44,25.33,22.73,59.35,59.77,49.73,55.02,20.06,2
2655,6,4,572,19,24513.07,0,0,40.04,56.06,2.7,2.37,6.18,7.36,5.43,5.03,31.79,28.37,66.1,72.34,47.66,47.22,11.36,1
2656,11,1,155,12,34996.41,0,1,42.68,45.68,1.76,3.17,7.09,7.76,9.54,10.98,23.45,24.78,58.04,65.13,65.61,67.77,22.26,2
2657,9,4,987,33,32505.03,0,2,34.4,72.28,2.38,2.47,5.71,4.09,7.69,5.54,28.55,22.07,50.15,54.58,52.53,62.53,43.83,0
2658,8,2,3,48,9390.75,0,4,93.33,30.46,5.51,7.59,5.38,3.96,6.9,3.94,12.27,13.0,56.85,57.42,69.2,71.92,40.55,0
2659,11,1,738,50,34168.98,0,2,64.99,67.34,5.23,6.13,7.96,8.94,6.46,5.73,31.37,26.86,61.04,59.87,45.66,50.15,28.06,2
2660,8,2,1197,7,5797.06,0,2,68.88,89.94,3.95,5.54,7.81,6.45,6.97,6.18,32.25,33.37,67.75,68.27,50.62,56.17,25.04,2
2661,4,0,255,54,23246.94,0,4,56.06,53.45,3.2,3.98,5.25,6.17,8.63,7.41,28.62,21.67,53.04,56.71,46.15,46.17,28.75,2
2662,6,4,68,32,37859.61,0,0,21.71,43.49,5.35,5.65,4.68,5.37,7.92,7.46,31.86,30.63,66.56,67.05,74.45,78.31,12.35,1
2663,5,3,1007,49,24996.54,0,3,3.93,88.16,3.59,4.67,7.58,8.75,5.78,3.83,34.22,28.54,53.48,56.61,60.44,68.87,48.86,0
2664,11,1,772,43,2541.13,0,4,3.08,78.83,2.04,3.65,4.06,5.27,4.49,4.6,21.4,19.28,43.87,52.57,56.19,61.68,37.37,2
2665,6,4,323,55,47452.81,0,0,95.98,79.63,3.06,3.16,6.98,7.61,4.56,4.38,30.66,31.36,63.01,64.06,69.49,74.83,9.1,1
2666,7,2,212,29,14983.48,0,3,60.45,50.93,2.15,1.69,6.19,7.46,7.95,6.58,32.19,25.12,64.69,67.74,67.53,68.71,19.33,1
2667,8,2,375,27,43935.17,0,4,18.68,70.67,3.15,3.44,6.77,4.8,7.39,4.89,19.15,15.03,58.73,66.86,64.27,72.45,47.1,0
2668,8,2,1141,38,37511.45,0,0,66.17,75.14,4.9,6.78,3.43,3.7,7.18,6.87,17.18,9.32,44.3,45.37,64.82,71.05,41.52,0
2669,0,4,329,32,40142.21,0,1,69.12,58.17,3.69,6.0,6.25,4.57,8.38,9.02,20.92,15.5,60.31,63.64,46.87,54.22,39.62,2
2670,2,3,686,40,33489.81,0,4,82.73,69.68,4.14,5.34,3.79,4.99,8.0,7.48,21.24,20.79,62.92,63.73,49.78,54.06,19.78,1
